store_id,branch,place_id,avg_rating,num_ratings,review_author,review_rating,review_text
ChIJQ6R93imB4ToRHb4YrV0XRjA,Ambalangoda,ChIJQ6R93imB4ToRHb4YrV0XRjA,4.5,490.0,Miķelis Apinis,5.0,"Very decent supermarket. Clean. Plenty of different products ranging from fresh fish, vegetables and fruits to pharmacy products. Bought some spices as souvenirs here for normal prices (not like in tourist shops)."
ChIJQ6R93imB4ToRHb4YrV0XRjA,Ambalangoda,ChIJQ6R93imB4ToRHb4YrV0XRjA,4.5,490.0,Channa Jayasinghe,5.0,"This Keells supermarket offers ample parking, making it convenient for shoppers. Inside, you’ll find a wide variety of fresh foods, vegetables, and other groceries, maintaining the high standards you’d expect from any Keells outlet. However, note that liquor is not available at this location. The store is easily accessible, making it a great choice for quick and hassle free shopping trips."
ChIJQ6R93imB4ToRHb4YrV0XRjA,Ambalangoda,ChIJQ6R93imB4ToRHb4YrV0XRjA,4.5,490.0,Suram Mendis,5.0,Good super market with wide range of goods in Ambalangoda
ChIJAzXqbSr74joREANkxxoRouM,Andiambalama,ChIJAzXqbSr74joREANkxxoRouM,4.8,6.0,,,
ChIJAzXqbSr74joREANkxxoRouM,Andiambalama,ChIJAzXqbSr74joREANkxxoRouM,4.8,6.0,Harshana Samararatne,5.0,"Andiambalama just got a serious upgrade to its shopping scene with the brand-new Keells! From the moment you step in, you’re greeted by warm smiles and the kind of friendly service Keells is known for. The aisles are bright, spotless, and neatly arranged, making it a breeze to find everything from farm-fresh fruits and veggies to household must-haves and your favorite snacks. There’s plenty of parking, so no more hunting for a spot. While the Liquor section and pharmacy are still on the way, this store already ticks all the right boxes for a stress-free, feel-good shopping trip."
ChIJAzXqbSr74joREANkxxoRouM,Andiambalama,ChIJAzXqbSr74joREANkxxoRouM,4.8,6.0,Lakshan Jayasinghe,5.0,"The newly opened Keells in Andiambalama is a welcome addition to the area. It offers ample parking, making visits hassle-free. While it currently lacks a spirits section and pharmacy, it’s otherwise fully stocked with all the essentials you’d expect from any Keells outlet—fresh produce, household items, snacks, and more. A clean, organized, and convenient shopping experience overall. Looking forward to seeing the missing sections added soon."
ChIJAzXqbSr74joREANkxxoRouM,Andiambalama,ChIJAzXqbSr74joREANkxxoRouM,4.8,6.0,Nethmal Abeysinghe,5.0,Newly opened Keells in Adiambalama. There is a large parking space available
ChIJAzXqbSr74joREANkxxoRouM,Andiambalama,ChIJAzXqbSr74joREANkxxoRouM,4.8,6.0,Randika Dilshan,5.0,Newly opened branch in 2025. It has a big area for parking. It has a bakery and many house needs..
ChIJAzXqbSr74joREANkxxoRouM,Andiambalama,ChIJAzXqbSr74joREANkxxoRouM,4.8,6.0,Mr Martin,5.0,New kells nr airport clean and good
ChIJN1DAGYj1_DoRbbPcnYvZCiI,Anuradhapura,ChIJN1DAGYj1_DoRbbPcnYvZCiI,4.4,670.0,,,
ChIJN1DAGYj1_DoRbbPcnYvZCiI,Anuradhapura,ChIJN1DAGYj1_DoRbbPcnYvZCiI,4.4,670.0,Senarath Angammana,5.0,"Keells Supermarket -Anuradhapura

Great Shopping Experience at Keells – Anuradhapura

Keells Supermarket in Anuradhapura offers a clean, well-organized shopping environment with a wide selection of fresh produce, groceries, and household essentials. The quality of items is consistently good, and everything is neatly arranged for easy access.

The staff is friendly and helpful, ready to assist with a smile. Billing is not quick and efficient.   It's definitely one of the best supermarkets in the area for a comfortable and reliable shopping experience.

Highly recommended for your everyday needs!
8.30am-10.30pm"
ChIJN1DAGYj1_DoRbbPcnYvZCiI,Anuradhapura,ChIJN1DAGYj1_DoRbbPcnYvZCiI,4.4,670.0,Fathima Deeniya,2.0,"Having a Keells in Anuradhapura feels like a real fortune for me. Shopping is not always just about buying products, but also about enjoying a bit of relaxation, and Keells has always been a place that provides that for me.

Ive been a loyal customer for over four years and overall, my experience with Keells has been very good. However, Ive noticed that the customer service at Anuradhapura outlet’s cashier could improve…! On a few occasions (around four times!), I felt that the service, especially from one cashier named Tharindu — was not very welcoming or polite. His attitudes clearly spoiled my shopping experience there.

Im sharing this feedback not to complain, but in the hope that it helps the team to improve. With a little guidance and training, I believe the staff can offer the same warm and friendly service that Keells is known for."
ChIJN1DAGYj1_DoRbbPcnYvZCiI,Anuradhapura,ChIJN1DAGYj1_DoRbbPcnYvZCiI,4.4,670.0,Thomas Bloom,5.0,"As a tourist , I came to realise keels as a haven while traveling around srilanka. Sure its just a supermarket but stocks a good variety of food at good prices.
Feel the deals at Keels....... (Ill get my coat)"
ChIJN1DAGYj1_DoRbbPcnYvZCiI,Anuradhapura,ChIJN1DAGYj1_DoRbbPcnYvZCiI,4.4,670.0,H manuranga,1.0,"Location: Keells Anuradhapura
Time: Around 11-12

This incident occurred this morning. My fiancée and I went shopping, and before moving to another shopping spot, we wanted to have a snack. We decided to stop at the Keells Anuradhapura outlet. I asked my fiancée to go inside and get the snacks while I waited outside. Due to the unbearable heat, I parked my motorcycle in the shade near the car park.

Suddenly, a car approached aggressively, and the driver demanded that I move my bike. I explained that I was staying there because of the heat. However, this rude individual, who identified himself as the customer care officer of Keells and claimed to oversee all outlets, pointed his finger at me and threatened to have me move my bike. I was extremely disappointed by his behavior. A security guard also approached and asked me to move my bike.

This so-called customer care officer, named Krishan Fakeel or something similar, pushed me and hit me. I did not retaliate, but I shouted at him. When my fiancée returned, I informed her of the incident. She immediately contacted the manager of the Anuradhapura branch. To be honest, the rest of the staff was very supportive. My fiancée waited to speak directly with that individual, and they had a face-to-face conversation outside. He told us that if we wanted an apology, we could have it, but his behavior was truly terrible.

I was about to take immediate action, but I have had good experiences with Keells in the past, and I hope the company will take swift action regarding this matter. It is crucial to address the behavior of such individuals, as they put the organization’s dignity and reputation at risk. If this is how customer care is managed, it raises serious concerns for John Keells. My fiancée has filed a complaint with the head office of Keells, and I hope you will consider this matter as soon as possible.
*For further details I enclosed the picture of the person as well as the car number plate. You can check the CCTV footages as well.
Thank you"
ChIJN1DAGYj1_DoRbbPcnYvZCiI,Anuradhapura,ChIJN1DAGYj1_DoRbbPcnYvZCiI,4.4,670.0,Chathuranga Bandara,5.0,Product availability and parking spaces are similar to other Keells outlets.
ChIJlz661tdQ4joRgW2nFdZwzCE,Arangala,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,,,
ChIJlz661tdQ4joRgW2nFdZwzCE,Arangala,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Buddhima Nirmani,5.0,"A good supermarket with a wide range of products, making it easy to find all daily necessities in one place. The store is well-organized, clean, and well-stocked, ensuring a smooth shopping experience. The spacious parking area is a huge plus, making it convenient even during peak hours. The staff is friendly and helpful, always ready to assist with any inquiries. The fresh produce, bakery items, and meat section are of high quality, and the frequent discounts and promotions make shopping even better. Highly recommended for a hassle-free grocery experience!"
ChIJlz661tdQ4joRgW2nFdZwzCE,Arangala,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Deepika Jayawardena,1.0,"Hi Arangala Keells,
I would like to give some honest feedback about the lunch I had today.

The curries lacked flavour and seemed to be just sautéed with chillies—far too spicy without any real taste. The white rice also felt half-cooked.

Please consider reviewing the cooking standards, or have the manager or chef taste the food before it’s served to customers.

Thank you."
ChIJlz661tdQ4joRgW2nFdZwzCE,Arangala,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Winnie ThePooh,4.0,"Small supermarket in a clean and bright space.
Small bakery, and small produce section.
A nice small fresh juice section.

Have most household items.

Friendly and helpful staff."
ChIJlz661tdQ4joRgW2nFdZwzCE,Arangala,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Amila A.Akalanka,4.0,"Overall, it's a good supermarket. It has a pharmacy and liquor store. During off-peak hours, service can be a bit slow as staff is limited and they are not in their designated areas(Meat section, bar) . Has ample parking space and easily accessible from Athurugiriya road."
ChIJlz661tdQ4joRgW2nFdZwzCE,Arangala,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Kushan Samararatne,5.0,Excellent place. Have all the essentials with many brand choices.
ChIJlz661tdQ4joRgW2nFdZwzCE,Athurugiriya,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,,,
ChIJlz661tdQ4joRgW2nFdZwzCE,Athurugiriya,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Buddhima Nirmani,5.0,"A good supermarket with a wide range of products, making it easy to find all daily necessities in one place. The store is well-organized, clean, and well-stocked, ensuring a smooth shopping experience. The spacious parking area is a huge plus, making it convenient even during peak hours. The staff is friendly and helpful, always ready to assist with any inquiries. The fresh produce, bakery items, and meat section are of high quality, and the frequent discounts and promotions make shopping even better. Highly recommended for a hassle-free grocery experience!"
ChIJlz661tdQ4joRgW2nFdZwzCE,Athurugiriya,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Deepika Jayawardena,1.0,"Hi Arangala Keells,
I would like to give some honest feedback about the lunch I had today.

The curries lacked flavour and seemed to be just sautéed with chillies—far too spicy without any real taste. The white rice also felt half-cooked.

Please consider reviewing the cooking standards, or have the manager or chef taste the food before it’s served to customers.

Thank you."
ChIJlz661tdQ4joRgW2nFdZwzCE,Athurugiriya,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Winnie ThePooh,4.0,"Small supermarket in a clean and bright space.
Small bakery, and small produce section.
A nice small fresh juice section.

Have most household items.

Friendly and helpful staff."
ChIJlz661tdQ4joRgW2nFdZwzCE,Athurugiriya,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Amila A.Akalanka,4.0,"Overall, it's a good supermarket. It has a pharmacy and liquor store. During off-peak hours, service can be a bit slow as staff is limited and they are not in their designated areas(Meat section, bar) . Has ample parking space and easily accessible from Athurugiriya road."
ChIJlz661tdQ4joRgW2nFdZwzCE,Athurugiriya,ChIJlz661tdQ4joRgW2nFdZwzCE,4.2,1842.0,Kushan Samararatne,5.0,Excellent place. Have all the essentials with many brand choices.
ChIJTUMDpPpa4joRV6Cu_IXNTR8,Attidiya,ChIJTUMDpPpa4joRV6Cu_IXNTR8,4.3,2175.0,,,
ChIJTUMDpPpa4joRV6Cu_IXNTR8,Attidiya,ChIJTUMDpPpa4joRV6Cu_IXNTR8,4.3,2175.0,Ashan Fernando,5.0,"Keells Attidiya is a great place for grocery shopping. The store is clean, well-organized, and has a good selection of fresh produce, daily essentials, and household items. Staff are helpful and service is usually quick at the counters.

One of the best things about this location is the large parking space, which makes it super convenient, even during busy hours. No stress looking for a spot!

Overall, it's a reliable and comfortable place to shop with everything you need in one stop"
ChIJTUMDpPpa4joRV6Cu_IXNTR8,Attidiya,ChIJTUMDpPpa4joRV6Cu_IXNTR8,4.3,2175.0,Manuri Pabasari Waleboda,5.0,I recommend this place to buy grocery items and other house needs. They have the facility to purchase meals of your choice. Have enough space for parking. I love to buy things from them because they encourage us to use environmentally friendly bags. They deduct LKR 6 for a reusable bag.
ChIJTUMDpPpa4joRV6Cu_IXNTR8,Attidiya,ChIJTUMDpPpa4joRV6Cu_IXNTR8,4.3,2175.0,Khoelie Thea Perera,1.0,"Don't get their ready made dishes, I bought one that was supposed to have chicken but it was completely vegetarian with ingredients that werent listed like mushrooms, bok choy and tofu. This could be extremely dangerous for someone who has allergies."
ChIJTUMDpPpa4joRV6Cu_IXNTR8,Attidiya,ChIJTUMDpPpa4joRV6Cu_IXNTR8,4.3,2175.0,Sam,4.0,"It looks new and has enough parking space as most of the keells outlets do, also liquor is available at keells attidiya, the bakery is also available to buy food, pretty much everything you can expect from a keells is there. Also there's self checkout counters if you need to skip the lines but the process doing it sometimes get little complicated , either items don't scan or if there's a discount on items it won't work either. So do it at your own risk but you should try it to get the experience , if it works without any technical difficulty it's pretty fast than going through counter ques"
ChIJTUMDpPpa4joRV6Cu_IXNTR8,Attidiya,ChIJTUMDpPpa4joRV6Cu_IXNTR8,4.3,2175.0,Apraz Mohomad,1.0,"I have never experienced such bad customer service as I did at Keells Super Aththidiya branch. Normally, Keells provides excellent customer service, but the Aththidiya branch was really disappointing."
ChIJe8fFRBmp4zoRkvYipfT4gOg,Avissawella,ChIJe8fFRBmp4zoRkvYipfT4gOg,4.4,680.0,,,
ChIJe8fFRBmp4zoRkvYipfT4gOg,Avissawella,ChIJe8fFRBmp4zoRkvYipfT4gOg,4.4,680.0,TD,5.0,"A mid size Keells supermarket at Avissawella. A nice selection of groceries, fresh produce, meat, dairy, frozen foods, snacks, beverages, household items, cleaning supplies, toiletries, personal care products, baby items, pet food, kitchenware, and some electronics are available. There are regular discounts for many products. Nice & friendly staff. Large vehicle parking is available."
ChIJe8fFRBmp4zoRkvYipfT4gOg,Avissawella,ChIJe8fFRBmp4zoRkvYipfT4gOg,4.4,680.0,Nethmi Jayasekara,5.0,"Friendly staff, especially the security uncle also helping on buying groceries here... 4 or 5 times we bought fresh fruits from here.  And still haven't had any bad experiences."
ChIJe8fFRBmp4zoRkvYipfT4gOg,Avissawella,ChIJe8fFRBmp4zoRkvYipfT4gOg,4.4,680.0,nadeesha gunasinghe,1.0,"Today I had a bad experience. There was a promotion mentioned – the iPhone win offer – for purchases above Rs. 1500 on selected brands like Velvet, Diva, and others. I bought eligible items, but at the billing counter, the staff didn’t know how to apply the coupon. They looked confused.It’s very disappointing when offers are advertised but the staff isn’t trained or informed properly."
ChIJe8fFRBmp4zoRkvYipfT4gOg,Avissawella,ChIJe8fFRBmp4zoRkvYipfT4gOg,4.4,680.0,Lahiru Gamage,5.0,"A place to buy grocery items, sweets, perfumes, stationaries, baby items, fish, meats, pizza, cleaning items and many more. It has a good vehicle park and special area for disabled peoples. Very kind staff and quick work. Can recommend for a shopping untill 10 p.m."
ChIJe8fFRBmp4zoRkvYipfT4gOg,Avissawella,ChIJe8fFRBmp4zoRkvYipfT4gOg,4.4,680.0,Gayan Chathuranga,4.0,First outlet opened in this area recently.maintaining  authentic keells standards as usual. Large parking area also available.can recommend
ChIJb5TmLttJ4joRVJ0cTTUGuow,Bandaragama,ChIJb5TmLttJ4joRVJ0cTTUGuow,4.5,781.0,,,
ChIJb5TmLttJ4joRVJ0cTTUGuow,Bandaragama,ChIJb5TmLttJ4joRVJ0cTTUGuow,4.5,781.0,Tharindu Chathuranga,5.0,"I would like to express my sincere appreciation for Mr. Isuru the supervisor at Keells, Bandaragama. Every time I visit the store, his professionalism, friendliness, and willingness to assist customers truly stand out. He handles his responsibilities with great care and ensures the shopping experience is smooth and pleasant. It’s rare to find someone so dedicated and approachable. Keells is lucky to have such a committed team member. Keep up the excellent work Isuru"
ChIJb5TmLttJ4joRVJ0cTTUGuow,Bandaragama,ChIJb5TmLttJ4joRVJ0cTTUGuow,4.5,781.0,Hasitha Deelaka Kulathunga (බෙන්ජා),5.0,"Considering the Supermarkets, this place maintaining its branded name quality at best level. One of nicest market place I have been on. You can have all type of products including Bakery items, Juice Bar, Pharmaceuticals, Fresh Vegetables and Fruits, Meat, etc.
Catchy place!"
ChIJb5TmLttJ4joRVJ0cTTUGuow,Bandaragama,ChIJb5TmLttJ4joRVJ0cTTUGuow,4.5,781.0,Nandun Kahandawa,5.0,"Very clean and maintained supermarket for shopping.. so many people can be seen doing their shopping... Fresh vegetables, bakery items , household equipments and stationary can be purchased.. ample space of parking also available..."
ChIJb5TmLttJ4joRVJ0cTTUGuow,Bandaragama,ChIJb5TmLttJ4joRVJ0cTTUGuow,4.5,781.0,Ruwan Chaminda Sampath,5.0,This is good place in bandaragama. Very big car park. Well arrangement. Quality product and quality food. Friendly staff. Price is reasonable and keels product price is very low. I can recommend for any people.
ChIJb5TmLttJ4joRVJ0cTTUGuow,Bandaragama,ChIJb5TmLttJ4joRVJ0cTTUGuow,4.5,781.0,Upul Silva,5.0,Great place with so much space. Very helpful staff. Fresh Vegetables.
ChIJCekUmBZR4joRewKAdcLsH7g,Battaramulla,ChIJCekUmBZR4joRewKAdcLsH7g,4.3,555.0,,,
ChIJCekUmBZR4joRewKAdcLsH7g,Battaramulla,ChIJCekUmBZR4joRewKAdcLsH7g,4.3,555.0,Panduka Nandara,2.0,"Please serve customers in the order they arrive. We ordered 2 lunch packets, and the staff told us we would have to wait 15 minutes for the rice to be ready. We agreed, placed the order, and went to buy a few other items. When we returned, they said the rice was still not ready. We then asked for yellow rice instead, but the staff gave the lunch packets to someone who came after us."
ChIJCekUmBZR4joRewKAdcLsH7g,Battaramulla,ChIJCekUmBZR4joRewKAdcLsH7g,4.3,555.0,Aravinda Ipalawaththa,5.0,"Good customer service and attractive environment. They got regular selling items as other food cities. They have bakery items as well as meals for breakfast, lunch and dinner. They got a large parking lot."
ChIJCekUmBZR4joRewKAdcLsH7g,Battaramulla,ChIJCekUmBZR4joRewKAdcLsH7g,4.3,555.0,Dan Ocean,2.0,"Attitude 100%
Service 0%"
ChIJCekUmBZR4joRewKAdcLsH7g,Battaramulla,ChIJCekUmBZR4joRewKAdcLsH7g,4.3,555.0,Gayan Chathuranga,4.0,Newly open outlet.maintain same standards as per their other outlets.enough parking spaces available
ChIJCekUmBZR4joRewKAdcLsH7g,Battaramulla,ChIJCekUmBZR4joRewKAdcLsH7g,4.3,555.0,Nimesha perera,1.0,"I bought an Omelet Bun from Keells Super today, and it was unbelievably salty! It tasted like they used an entire bottle of salt for just one bun. I usually enjoy salty food, but this was way too much even imagining that level of saltiness is hard. Completely ruined the taste, and I couldn’t even finish it. Really disappointed with the quality of JKH."
ChIJaXZkniEu4joRcegUaM3amIE,Beruwala,ChIJaXZkniEu4joRcegUaM3amIE,4.2,710.0,,,
ChIJaXZkniEu4joRcegUaM3amIE,Beruwala,ChIJaXZkniEu4joRcegUaM3amIE,4.2,710.0,Maleesha Randunu,3.0,"Its good inside. Have lot of items things

Issue with cashiers. Only few cashiers have. From cashier i think they do bill payments, reload and stuff too. So have to wait so long in queue. If they really wanna bill payments open another cashier or make one dedicated for it. What is this. Standing up in full queue for a long time. Not only in beruwala. But aluthgama also yesterday the same"
ChIJaXZkniEu4joRcegUaM3amIE,Beruwala,ChIJaXZkniEu4joRcegUaM3amIE,4.2,710.0,Roushan Akthar,5.0,Nice staff and good service as always but it would be nice if they open the hot kitchen with rice and kottu like other big cities
ChIJaXZkniEu4joRcegUaM3amIE,Beruwala,ChIJaXZkniEu4joRcegUaM3amIE,4.2,710.0,Senaj Wizan,5.0,Their service is excellent. 100% Recommend. 💚
ChIJaXZkniEu4joRcegUaM3amIE,Beruwala,ChIJaXZkniEu4joRcegUaM3amIE,4.2,710.0,Mohamed Musarraf,1.0,"My bill was Rs.202.00. I gave 500 but they gave me a balance of Rs.290.00.

According to this, they can't leave only 2 rupees. But I have to leave 8 rupees.

That 8 rupees isn't a big amount for me. That's a small thing to me.  But as a Student, I have to give an understanding to others. This is the justice of them.

Their 2 rupees is valuable.
But our 8 rupees isn't valuable."
ChIJaXZkniEu4joRcegUaM3amIE,Beruwala,ChIJaXZkniEu4joRcegUaM3amIE,4.2,710.0,Abdull Ghan,5.0,"Keels Supermarket in Beruwala is a popular and well-established supermarket chain in Sri Lanka. The store provides an extensive range of products, including groceries, fresh produce, household essentials, and electronic appliances, to name a few.

One of the standout features of Keels Supermarket in Beruwala is its well-organized layout, making it easy for customers to navigate and locate the items they need quickly. The store is clean and tidy, with ample space for customers to move around comfortably, even during peak hours.

Another positive aspect of the store is the customer service. The staff members are friendly and welcoming, always willing to assist customers with their inquiries and needs. They take pride in offering excellent customer service, which creates a pleasant and positive shopping experience for customers.

Furthermore, the store offers a wide range of products at competitive prices, making it a popular destination for budget-conscious shoppers. It's also worth noting that Keels Supermarket in Beruwala has implemented several measures to ensure the safety and well-being of its customers, including maintaining social distancing, providing hand sanitizers, and conducting regular cleaning.

Keels Supermarket in Beruwala is a reliable and customer-oriented supermarket chain, offering quality products and excellent service to its customers. Whether you're looking for groceries, household essentials, or electronic appliances, Keels Supermarket in Beruwala is a great option to consider."
ChIJKy2O9KFX4joR-7l0CzYS-PQ,Biyagama,ChIJKy2O9KFX4joR-7l0CzYS-PQ,5.0,1.0,,,
ChIJKy2O9KFX4joR-7l0CzYS-PQ,Biyagama,ChIJKy2O9KFX4joR-7l0CzYS-PQ,5.0,1.0,Hashan Perera,5.0,
ChIJkbJexbxa4joRmYmClI9Glkk,Boralesgamuwa,ChIJkbJexbxa4joRmYmClI9Glkk,4.3,2344.0,,,
ChIJkbJexbxa4joRmYmClI9Glkk,Boralesgamuwa,ChIJkbJexbxa4joRmYmClI9Glkk,4.3,2344.0,Duminda Udara,1.0,"I think the people here including the manager doesn't understand what is written in the meat freezer...""On request meats in this serve over can be minced""...
They refuse to cut the chicken that I boght from the serve over (not full packet chicken).
So think twice if you want to buy meat from here,,,,,    they will not cut it for you"
